 == BEGINING OF EXECUTION == 



Addresses file: 			files/addresses.txt
Frames Quantity: 			8
Page Replacement Algorithm: 	FIFO



Endereço virtual: 16916 | Endereço físico:    20 | Conteúdo: 0
Endereço virtual: 43218 | Endereço físico:  2002 | Conteúdo: 42
Endereço virtual: 21583 | Endereço físico:    79 | Conteúdo: 19
Endereço virtual: 25086 | Endereço físico:   510 | Conteúdo: 24
Endereço virtual: 45515 | Endereço físico:   715 | Conteúdo: 114
Endereço virtual: 12893 | Endereço físico:   861 | Conteúdo: 0
Endereço virtual: 22914 | Endereço físico:  1154 | Conteúdo: 22
Endereço virtual: 58969 | Endereço físico:  1369 | Conteúdo: 0
Endereço virtual: 20094 | Endereço físico:  1662 | Conteúdo: 19
Endereço virtual: 13730 | Endereço físico:  1954 | Conteúdo: 13
Endereço virtual: 44059 | Endereço físico:    27 | Conteúdo: 6
Endereço virtual: 28931 | Endereço físico:   259 | Conteúdo: 64
Endereço virtual: 13533 | Endereço físico:   733 | Conteúdo: 0
Endereço virtual: 33134 | Endereço físico:   878 | Conteúdo: 32
Endereço virtual: 28483 | Endereço físico:  1091 | Conteúdo: 208
Endereço virtual:  1220 | Endereço físico:  1476 | Conteúdo: 0
Endereço virtual: 38174 | Endereço físico:  1566 | Conteúdo: 37
Endereço virtual: 53502 | Endereço físico:  2046 | Conteúdo: 52
Endereço virtual: 43328 | Endereço físico:    64 | Conteúdo: 0
Endereço virtual:  4970 | Endereço físico:   362 | Conteúdo: 4
Endereço virtual:  8090 | Endereço físico:   666 | Conteúdo: 7
Endereço virtual:  2661 | Endereço físico:   869 | Conteúdo: 0
Endereço virtual: 53903 | Endereço físico:  1167 | Conteúdo: 163
Endereço virtual: 11025 | Endereço físico:  1297 | Conteúdo: 0
Endereço virtual: 26627 | Endereço físico:  1539 | Conteúdo: 0
Endereço virtual: 18117 | Endereço físico:  1989 | Conteúdo: 0
Endereço virtual: 14505 | Endereço físico:   169 | Conteúdo: 0
Endereço virtual: 61528 | Endereço físico:   344 | Conteúdo: 0
Endereço virtual: 20423 | Endereço físico:   711 | Conteúdo: 241
Endereço virtual: 26962 | Endereço físico:   850 | Conteúdo: 26
Endereço virtual: 36392 | Endereço físico:  1064 | Conteúdo: 0
Endereço virtual: 11365 | Endereço físico:  1381 | Conteúdo: 0
Endereço virtual: 50882 | Endereço físico:  1730 | Conteúdo: 49
Endereço virtual: 41668 | Endereço físico:  1988 | Conteúdo: 0
Endereço virtual: 30497 | Endereço físico:    33 | Conteúdo: 0
Endereço virtual: 36216 | Endereço físico:   376 | Conteúdo: 0
Endereço virtual:  5619 | Endereço físico:   755 | Conteúdo: 124
Endereço virtual: 36983 | Endereço físico:   887 | Conteúdo: 29
Endereço virtual: 59557 | Endereço físico:  1189 | Conteúdo: 0
Endereço virtual: 36663 | Endereço físico:  1335 | Conteúdo: 205
Endereço virtual: 36436 | Endereço físico:  1620 | Conteúdo: 0
Endereço virtual: 37057 | Endereço físico:   961 | Conteúdo: 0
Endereço virtual: 23585 | Endereço físico:  1825 | Conteúdo: 0
Endereço virtual: 58791 | Endereço físico:   167 | Conteúdo: 105
Endereço virtual: 46666 | Endereço físico:   330 | Conteúdo: 45
Endereço virtual: 64475 | Endereço físico:   731 | Conteúdo: 246
Endereço virtual: 21615 | Endereço físico:   879 | Conteúdo: 27
Endereço virtual: 41090 | Endereço físico:  1154 | Conteúdo: 40
Endereço virtual:  1771 | Endereço físico:  1515 | Conteúdo: 186
Endereço virtual: 47513 | Endereço físico:  1689 | Conteúdo: 0
Endereço virtual: 39338 | Endereço físico:  1962 | Conteúdo: 38
Endereço virtual:  1390 | Endereço físico:   110 | Conteúdo: 1
Endereço virtual: 38772 | Endereço físico:   372 | Conteúdo: 0
Endereço virtual: 58149 | Endereço físico:   549 | Conteúdo: 0
Endereço virtual:  7196 | Endereço físico:   796 | Conteúdo: 0
Endereço virtual:  9123 | Endereço físico:  1187 | Conteúdo: 232
Endereço virtual:  7491 | Endereço físico:  1347 | Conteúdo: 80
Endereço virtual: 62616 | Endereço físico:  1688 | Conteúdo: 0
Endereço virtual: 15436 | Endereço físico:  1868 | Conteúdo: 0
Endereço virtual: 17491 | Endereço físico:    83 | Conteúdo: 20
Endereço virtual: 53656 | Endereço físico:   408 | Conteúdo: 0
Endereço virtual: 26449 | Endereço físico:   593 | Conteúdo: 0
Endereço virtual: 34935 | Endereço físico:   887 | Conteúdo: 29
Endereço virtual: 19864 | Endereço físico:  1176 | Conteúdo: 0
Endereço virtual: 51388 | Endereço físico:  1468 | Conteúdo: 0
Endereço virtual: 15155 | Endereço físico:  1587 | Conteúdo: 204
Endereço virtual: 64775 | Endereço físico:  1799 | Conteúdo: 65
Endereço virtual: 47969 | Endereço físico:    97 | Conteúdo: 0
Endereço virtual: 16315 | Endereço físico:   443 | Conteúdo: 238
Endereço virtual:  1342 | Endereço físico:   574 | Conteúdo: 1
Endereço virtual: 51185 | Endereço físico:  1009 | Conteúdo: 0
Endereço virtual:  6043 | Endereço físico:  1179 | Conteúdo: 230
Endereço virtual: 21398 | Endereço físico:  1430 | Conteúdo: 20
Endereço virtual:  3273 | Endereço físico:  1737 | Conteúdo: 0
Endereço virtual:  9370 | Endereço físico:  1946 | Conteúdo: 9
Endereço virtual: 35463 | Endereço físico:   135 | Conteúdo: 161
Endereço virtual: 28205 | Endereço físico:   301 | Conteúdo: 0
Endereço virtual:  2351 | Endereço físico:   559 | Conteúdo: 75
Endereço virtual: 28999 | Endereço físico:   839 | Conteúdo: 81
Endereço virtual: 47699 | Endereço físico:  1107 | Conteúdo: 148
Endereço virtual: 46870 | Endereço físico:  1302 | Conteúdo: 45
Endereço virtual: 22311 | Endereço físico:  1575 | Conteúdo: 201
Endereço virtual: 22124 | Endereço físico:  1900 | Conteúdo: 0
Endereço virtual: 22427 | Endereço físico:  1691 | Conteúdo: 230
Endereço virtual: 49344 | Endereço físico:   192 | Conteúdo: 0
Endereço virtual: 23224 | Endereço físico:   440 | Conteúdo: 0
Endereço virtual:  5514 | Endereço físico:   650 | Conteúdo: 5
Endereço virtual: 20504 | Endereço físico:   792 | Conteúdo: 0
Endereço virtual:   376 | Endereço físico:  1144 | Conteúdo: 0
Endereço virtual:  2014 | Endereço físico:  1502 | Conteúdo: 1
Endereço virtual: 38700 | Endereço físico:  1580 | Conteúdo: 0
Endereço virtual: 13098 | Endereço físico:  1834 | Conteúdo: 12
Endereço virtual: 62435 | Endereço físico:   227 | Conteúdo: 248
Endereço virtual: 48046 | Endereço físico:   430 | Conteúdo: 46
Endereço virtual: 63464 | Endereço físico:   744 | Conteúdo: 0
Endereço virtual: 12798 | Endereço físico:  1022 | Conteúdo: 12
Endereço virtual: 51178 | Endereço físico:  1258 | Conteúdo: 49
Endereço virtual:  8627 | Endereço físico:  1459 | Conteúdo: 108
Endereço virtual: 27083 | Endereço físico:  1739 | Conteúdo: 114
Endereço virtual: 47198 | Endereço físico:  1886 | Conteúdo: 46
Endereço virtual: 44021 | Endereço físico:   245 | Conteúdo: 0
Endereço virtual: 32792 | Endereço físico:   280 | Conteúdo: 0
Endereço virtual: 43996 | Endereço físico:   220 | Conteúdo: 0
Endereço virtual: 41126 | Endereço físico:   678 | Conteúdo: 40
Endereço virtual: 64244 | Endereço físico:  1012 | Conteúdo: 0
Endereço virtual: 37047 | Endereço físico:  1207 | Conteúdo: 45
Endereço virtual: 60281 | Endereço físico:  1401 | Conteúdo: 0
Endereço virtual: 52904 | Endereço físico:  1704 | Conteúdo: 0
Endereço virtual:  7768 | Endereço físico:  1880 | Conteúdo: 0
Endereço virtual: 55359 | Endereço físico:    63 | Conteúdo: 15
Endereço virtual:  3230 | Endereço físico:   414 | Conteúdo: 3
Endereço virtual: 44813 | Endereço físico:   525 | Conteúdo: 0
Endereço virtual:  4116 | Endereço físico:   788 | Conteúdo: 0
Endereço virtual: 65222 | Endereço físico:  1222 | Conteúdo: 63
Endereço virtual: 28083 | Endereço físico:  1459 | Conteúdo: 108
Endereço virtual: 60660 | Endereço físico:  1780 | Conteúdo: 0
Endereço virtual:    39 | Endereço físico:  1831 | Conteúdo: 9
Endereço virtual:   328 | Endereço físico:    72 | Conteúdo: 0
Endereço virtual: 47868 | Endereço físico:   508 | Conteúdo: 0
Endereço virtual: 13009 | Endereço físico:   721 | Conteúdo: 0
Endereço virtual: 22378 | Endereço físico:   874 | Conteúdo: 21
Endereço virtual: 39304 | Endereço físico:  1160 | Conteúdo: 0
Endereço virtual: 11171 | Endereço físico:  1443 | Conteúdo: 232
Endereço virtual:  8079 | Endereço físico:  1679 | Conteúdo: 227
Endereço virtual: 52879 | Endereço físico:  1935 | Conteúdo: 163
Endereço virtual:  5123 | Endereço físico:     3 | Conteúdo: 0
Endereço virtual:  4356 | Endereço físico:   260 | Conteúdo: 0
Endereço virtual: 45745 | Endereço físico:   689 | Conteúdo: 0
Endereço virtual: 32952 | Endereço físico:   952 | Conteúdo: 0
Endereço virtual:  4657 | Endereço físico:  1073 | Conteúdo: 0
Endereço virtual: 24142 | Endereço físico:  1358 | Conteúdo: 23
Endereço virtual: 23319 | Endereço físico:  1559 | Conteúdo: 197
Endereço virtual: 13607 | Endereço físico:  1831 | Conteúdo: 73
Endereço virtual: 46304 | Endereço físico:   224 | Conteúdo: 0
Endereço virtual: 17677 | Endereço físico:   269 | Conteúdo: 0
Endereço virtual: 59691 | Endereço físico:   555 | Conteúdo: 74
Endereço virtual: 50967 | Endereço físico:   791 | Conteúdo: 197
Endereço virtual:  7817 | Endereço físico:  1161 | Conteúdo: 0
Endereço virtual:  8545 | Endereço físico:  1377 | Conteúdo: 0
Endereço virtual: 55297 | Endereço físico:  1537 | Conteúdo: 0
Endereço virtual: 52954 | Endereço físico:  2010 | Conteúdo: 51
Endereço virtual: 39720 | Endereço físico:    40 | Conteúdo: 0
Endereço virtual: 18455 | Endereço físico:   279 | Conteúdo: 5
Endereço virtual: 30349 | Endereço físico:   653 | Conteúdo: 0
Endereço virtual: 63270 | Endereço físico:   806 | Conteúdo: 61
Endereço virtual: 27156 | Endereço físico:  1044 | Conteúdo: 0
Endereço virtual: 20614 | Endereço físico:  1414 | Conteúdo: 20
Endereço virtual: 19372 | Endereço físico:  1708 | Conteúdo: 0
Endereço virtual: 48689 | Endereço físico:  1841 | Conteúdo: 0
Endereço virtual: 49386 | Endereço físico:   234 | Conteúdo: 48
Endereço virtual: 50584 | Endereço físico:   408 | Conteúdo: 0
Endereço virtual: 51936 | Endereço físico:   736 | Conteúdo: 0
Endereço virtual: 34705 | Endereço físico:   913 | Conteúdo: 0
Endereço virtual: 13653 | Endereço físico:  1109 | Conteúdo: 0
Endereço virtual: 50077 | Endereço físico:  1437 | Conteúdo: 0
Endereço virtual: 54518 | Endereço físico:  1782 | Conteúdo: 53
Endereço virtual: 41482 | Endereço físico:  1802 | Conteúdo: 40
Endereço virtual:  4169 | Endereço físico:    73 | Conteúdo: 0
Endereço virtual: 36118 | Endereço físico:   278 | Conteúdo: 35
Endereço virtual:  9584 | Endereço físico:   624 | Conteúdo: 0
Endereço virtual: 18490 | Endereço físico:   826 | Conteúdo: 18
Endereço virtual: 55420 | Endereço físico:  1148 | Conteúdo: 0
Endereço virtual:  5708 | Endereço físico:  1356 | Conteúdo: 0
Endereço virtual: 23506 | Endereço físico:  1746 | Conteúdo: 22
Endereço virtual: 15391 | Endereço físico:  1823 | Conteúdo: 7
Endereço virtual: 36368 | Endereço físico:    16 | Conteúdo: 0
Endereço virtual: 38976 | Endereço físico:   320 | Conteúdo: 0
Endereço virtual: 50406 | Endereço físico:   742 | Conteúdo: 49
Endereço virtual: 49236 | Endereço físico:   852 | Conteúdo: 0
Endereço virtual: 65035 | Endereço físico:  1035 | Conteúdo: 130
Endereço virtual: 30120 | Endereço físico:  1448 | Conteúdo: 0
Endereço virtual: 62551 | Endereço físico:  1623 | Conteúdo: 21
Endereço virtual: 46809 | Endereço físico:  2009 | Conteúdo: 0
Endereço virtual: 21687 | Endereço físico:   183 | Conteúdo: 45
Endereço virtual: 53839 | Endereço físico:   335 | Conteúdo: 147
Endereço virtual:  2098 | Endereço físico:   562 | Conteúdo: 2
Endereço virtual: 12364 | Endereço físico:   844 | Conteúdo: 0
Endereço virtual: 45366 | Endereço físico:  1078 | Conteúdo: 44
Endereço virtual: 50437 | Endereço físico:  1285 | Conteúdo: 0
Endereço virtual: 36675 | Endereço físico:  1603 | Conteúdo: 208
Endereço virtual: 55382 | Endereço físico:  1878 | Conteúdo: 54
Endereço virtual: 11846 | Endereço físico:    70 | Conteúdo: 11
Endereço virtual: 49127 | Endereço físico:   487 | Conteúdo: 249
Endereço virtual: 19900 | Endereço físico:   700 | Conteúdo: 0
Endereço virtual: 20554 | Endereço físico:   842 | Conteúdo: 20
Endereço virtual: 19219 | Endereço físico:  1043 | Conteúdo: 196
Endereço virtual: 51483 | Endereço físico:  1307 | Conteúdo: 70
Endereço virtual: 58090 | Endereço físico:  1770 | Conteúdo: 56
Endereço virtual: 39074 | Endereço físico:  1954 | Conteúdo: 38
Endereço virtual: 16060 | Endereço físico:   188 | Conteúdo: 0
Endereço virtual: 10447 | Endereço físico:   463 | Conteúdo: 51
Endereço virtual: 54169 | Endereço físico:   665 | Conteúdo: 0
Endereço virtual: 20634 | Endereço físico:   922 | Conteúdo: 20
Endereço virtual: 57555 | Endereço físico:   979 | Conteúdo: 52
Endereço virtual: 61210 | Endereço físico:  1050 | Conteúdo: 59
Endereço virtual:   269 | Endereço físico:  1293 | Conteúdo: 0
Endereço virtual: 33154 | Endereço físico:  1666 | Conteúdo: 32
Endereço virtual: 64487 | Endereço físico:  2023 | Conteúdo: 249
Endereço virtual: 61223 | Endereço físico:  1063 | Conteúdo: 201
Endereço virtual: 47292 | Endereço físico:   188 | Conteúdo: 0
Endereço virtual: 21852 | Endereço físico:   348 | Conteúdo: 0
Endereço virtual:  5281 | Endereço físico:   673 | Conteúdo: 0
Endereço virtual: 45912 | Endereço físico:   856 | Conteúdo: 0
Endereço virtual: 32532 | Endereço físico:  1044 | Conteúdo: 0
Endereço virtual: 63067 | Endereço físico:  1371 | Conteúdo: 150
Endereço virtual: 41683 | Endereço físico:  1747 | Conteúdo: 180
Endereço virtual: 20981 | Endereço físico:  2037 | Conteúdo: 0
Endereço virtual: 33881 | Endereço físico:    89 | Conteúdo: 0
Endereço virtual: 41785 | Endereço físico:   313 | Conteúdo: 0
Endereço virtual:  4580 | Endereço físico:   740 | Conteúdo: 0
Endereço virtual: 41389 | Endereço físico:   941 | Conteúdo: 0
Endereço virtual: 28572 | Endereço físico:  1180 | Conteúdo: 0
Endereço virtual:   782 | Endereço físico:  1294 | Conteúdo: 0
Endereço virtual: 30273 | Endereço físico:  1601 | Conteúdo: 0
Endereço virtual: 62267 | Endereço físico:  1851 | Conteúdo: 206
Endereço virtual: 17922 | Endereço físico:     2 | Conteúdo: 17
Endereço virtual: 63238 | Endereço físico:   262 | Conteúdo: 61
Endereço virtual:  3308 | Endereço físico:   748 | Conteúdo: 0
Endereço virtual: 26545 | Endereço físico:   945 | Conteúdo: 0
Endereço virtual: 44395 | Endereço físico:  1131 | Conteúdo: 90
Endereço virtual: 39120 | Endereço físico:  1488 | Conteúdo: 0
Endereço virtual: 21706 | Endereço físico:  1738 | Conteúdo: 21
Endereço virtual:  7144 | Endereço físico:  2024 | Conteúdo: 0
Endereço virtual: 30244 | Endereço físico:    36 | Conteúdo: 0
Endereço virtual:  3725 | Endereço físico:   397 | Conteúdo: 0
Endereço virtual: 54632 | Endereço físico:   616 | Conteúdo: 0
Endereço virtual: 30574 | Endereço físico:   878 | Conteúdo: 29
Endereço virtual:  8473 | Endereço físico:  1049 | Conteúdo: 0
Endereço virtual: 12386 | Endereço físico:  1378 | Conteúdo: 12
Endereço virtual: 41114 | Endereço físico:  1690 | Conteúdo: 40
Endereço virtual: 57930 | Endereço físico:  1866 | Conteúdo: 56
Endereço virtual: 15341 | Endereço físico:   237 | Conteúdo: 0
Endereço virtual: 15598 | Endereço físico:   494 | Conteúdo: 15
Endereço virtual: 59922 | Endereço físico:   530 | Conteúdo: 58
Endereço virtual: 18226 | Endereço físico:   818 | Conteúdo: 17
Endereço virtual: 48162 | Endereço físico:  1058 | Conteúdo: 47
Endereço virtual: 41250 | Endereço físico:  1314 | Conteúdo: 40
Endereço virtual:  1512 | Endereço físico:  1768 | Conteúdo: 0
Endereço virtual:  2546 | Endereço físico:  2034 | Conteúdo: 2
Endereço virtual: 41682 | Endereço físico:   210 | Conteúdo: 40
Endereço virtual:   322 | Endereço físico:   322 | Conteúdo: 0
Endereço virtual:   880 | Endereço físico:   624 | Conteúdo: 0
Endereço virtual: 20891 | Endereço físico:   923 | Conteúdo: 102
Endereço virtual: 56604 | Endereço físico:  1052 | Conteúdo: 0
Endereço virtual: 40166 | Endereço físico:  1510 | Conteúdo: 39
Endereço virtual: 26791 | Endereço físico:  1703 | Conteúdo: 41
Endereço virtual: 44560 | Endereço físico:  1808 | Conteúdo: 0
Endereço virtual: 38698 | Endereço físico:    42 | Conteúdo: 37
Endereço virtual: 64127 | Endereço físico:   383 | Conteúdo: 159
Endereço virtual: 15028 | Endereço físico:   692 | Conteúdo: 0
Endereço virtual: 38669 | Endereço físico:    13 | Conteúdo: 0
Endereço virtual: 45637 | Endereço físico:   837 | Conteúdo: 0
Endereço virtual: 43151 | Endereço físico:  1167 | Conteúdo: 35
Endereço virtual:  9465 | Endereço físico:  1529 | Conteúdo: 0
Endereço virtual:  2498 | Endereço físico:  1730 | Conteúdo: 2
Endereço virtual: 13978 | Endereço físico:  1946 | Conteúdo: 13
Endereço virtual: 16326 | Endereço físico:   198 | Conteúdo: 15
Endereço virtual: 51442 | Endereço físico:   498 | Conteúdo: 50
Endereço virtual: 34845 | Endereço físico:   541 | Conteúdo: 0
Endereço virtual: 63667 | Endereço físico:   947 | Conteúdo: 44
Endereço virtual: 39370 | Endereço físico:  1226 | Conteúdo: 38
Endereço virtual: 55671 | Endereço físico:  1399 | Conteúdo: 93
Endereço virtual: 64496 | Endereço físico:  1776 | Conteúdo: 0
Endereço virtual:  7767 | Endereço físico:  1879 | Conteúdo: 149
Endereço virtual:  6283 | Endereço físico:   139 | Conteúdo: 34
Endereço virtual: 55884 | Endereço físico:   332 | Conteúdo: 0
Endereço virtual: 61103 | Endereço físico:   687 | Conteúdo: 171
Endereço virtual: 10184 | Endereço físico:   968 | Conteúdo: 0
Endereço virtual: 39543 | Endereço físico:  1143 | Conteúdo: 157
Endereço virtual:  9555 | Endereço físico:  1363 | Conteúdo: 84
Endereço virtual: 13963 | Endereço físico:  1675 | Conteúdo: 162
Endereço virtual: 58975 | Endereço físico:  1887 | Conteúdo: 151
Endereço virtual: 19537 | Endereço físico:    81 | Conteúdo: 0
Endereço virtual:  6101 | Endereço físico:   469 | Conteúdo: 0
Endereço virtual: 41421 | Endereço físico:   717 | Conteúdo: 0
Endereço virtual: 45502 | Endereço físico:   958 | Conteúdo: 44
Endereço virtual: 29328 | Endereço físico:  1168 | Conteúdo: 0
Endereço virtual:  8149 | Endereço físico:  1493 | Conteúdo: 0
Endereço virtual: 25450 | Endereço físico:  1642 | Conteúdo: 24
Endereço virtual: 58944 | Endereço físico:  1856 | Conteúdo: 0
Endereço virtual: 50666 | Endereço físico:  2026 | Conteúdo: 49
Endereço virtual: 23084 | Endereço físico:    44 | Conteúdo: 0
Endereço virtual: 36468 | Endereço físico:   372 | Conteúdo: 0
Endereço virtual: 33645 | Endereço físico:   621 | Conteúdo: 0
Endereço virtual: 25002 | Endereço físico:   938 | Conteúdo: 24
Endereço virtual: 53715 | Endereço físico:  1235 | Conteúdo: 116
Endereço virtual: 60173 | Endereço físico:  1293 | Conteúdo: 0
Endereço virtual: 46354 | Endereço físico:  1554 | Conteúdo: 45
Endereço virtual:  4708 | Endereço físico:  1892 | Conteúdo: 0
Endereço virtual: 28208 | Endereço físico:    48 | Conteúdo: 0
Endereço virtual: 58844 | Endereço físico:   476 | Conteúdo: 0
Endereço virtual: 22173 | Endereço físico:   669 | Conteúdo: 0
Endereço virtual:  8535 | Endereço físico:   855 | Conteúdo: 85
Endereço virtual: 42261 | Endereço físico:  1045 | Conteúdo: 0
Endereço virtual: 29687 | Endereço físico:  1527 | Conteúdo: 253
Endereço virtual: 37799 | Endereço físico:  1703 | Conteúdo: 233
Endereço virtual: 22566 | Endereço físico:  1830 | Conteúdo: 22
Endereço virtual: 62520 | Endereço físico:    56 | Conteúdo: 0
Endereço virtual:  4098 | Endereço físico:   258 | Conteúdo: 4
Endereço virtual: 47999 | Endereço físico:   639 | Conteúdo: 223
Endereço virtual: 49660 | Endereço físico:  1020 | Conteúdo: 0
Endereço virtual: 37063 | Endereço físico:  1223 | Conteúdo: 49
Endereço virtual: 41856 | Endereço físico:  1408 | Conteúdo: 0
Endereço virtual:  5417 | Endereço físico:  1577 | Conteúdo: 0
Endereço virtual: 48856 | Endereço físico:  2008 | Conteúdo: 0
Endereço virtual: 10682 | Endereço físico:   186 | Conteúdo: 10
Endereço virtual: 22370 | Endereço físico:   354 | Conteúdo: 21
Endereço virtual: 63281 | Endereço físico:   561 | Conteúdo: 0
Endereço virtual: 62452 | Endereço físico:  1012 | Conteúdo: 0
Endereço virtual: 50532 | Endereço físico:  1124 | Conteúdo: 0
Endereço virtual:  9022 | Endereço físico:  1342 | Conteúdo: 8
Endereço virtual: 59300 | Endereço físico:  1700 | Conteúdo: 0
Endereço virtual: 58660 | Endereço físico:  1828 | Conteúdo: 0
Endereço virtual: 56401 | Endereço físico:    81 | Conteúdo: 0
Endereço virtual:  8518 | Endereço físico:   326 | Conteúdo: 8
Endereço virtual: 63066 | Endereço físico:   602 | Conteúdo: 61
Endereço virtual: 63250 | Endereço físico:   786 | Conteúdo: 61
Endereço virtual: 48592 | Endereço físico:  1232 | Conteúdo: 0
Endereço virtual: 28771 | Endereço físico:  1379 | Conteúdo: 24
Endereço virtual: 37673 | Endereço físico:  1577 | Conteúdo: 0
Endereço virtual: 60776 | Endereço físico:  1896 | Conteúdo: 0
Endereço virtual: 56438 | Endereço físico:   118 | Conteúdo: 55
Endereço virtual: 60424 | Endereço físico:     8 | Conteúdo: 0
Endereço virtual: 39993 | Endereço físico:   313 | Conteúdo: 0
Endereço virtual: 56004 | Endereço físico:   708 | Conteúdo: 0
Endereço virtual: 59002 | Endereço físico:   890 | Conteúdo: 57
Endereço virtual: 33982 | Endereço físico:  1214 | Conteúdo: 33
Endereço virtual: 25498 | Endereço físico:  1434 | Conteúdo: 24
Endereço virtual: 57047 | Endereço físico:  1751 | Conteúdo: 181
Endereço virtual:  1401 | Endereço físico:  1913 | Conteúdo: 0
Endereço virtual: 15130 | Endereço físico:    26 | Conteúdo: 14
Endereço virtual: 42960 | Endereço físico:   464 | Conteúdo: 0
Endereço virtual: 61827 | Endereço físico:   643 | Conteúdo: 96
Endereço virtual: 32442 | Endereço físico:   954 | Conteúdo: 31
Endereço virtual: 64304 | Endereço físico:  1072 | Conteúdo: 0
Endereço virtual: 30273 | Endereço físico:  1345 | Conteúdo: 0
Endereço virtual: 38082 | Endereço físico:  1730 | Conteúdo: 37
Endereço virtual: 22404 | Endereço físico:  1924 | Conteúdo: 0
Endereço virtual:  3808 | Endereço físico:   224 | Conteúdo: 0
Endereço virtual: 16883 | Endereço físico:   499 | Conteúdo: 124
Endereço virtual: 23111 | Endereço físico:   583 | Conteúdo: 145
Endereço virtual: 62417 | Endereço físico:   977 | Conteúdo: 0
Endereço virtual: 60364 | Endereço físico:  1228 | Conteúdo: 0
Endereço virtual:  4542 | Endereço físico:  1470 | Conteúdo: 4
Endereço virtual: 14829 | Endereço físico:  1773 | Conteúdo: 0
Endereço virtual: 44964 | Endereço físico:  1956 | Conteúdo: 0
Endereço virtual: 33924 | Endereço físico:   132 | Conteúdo: 0
Endereço virtual:  2141 | Endereço físico:   349 | Conteúdo: 0
Endereço virtual: 19245 | Endereço físico:   557 | Conteúdo: 0
Endereço virtual: 47168 | Endereço físico:   832 | Conteúdo: 0
Endereço virtual: 24048 | Endereço físico:  1264 | Conteúdo: 0
Endereço virtual:  1022 | Endereço físico:  1534 | Conteúdo: 0
Endereço virtual: 23075 | Endereço físico:  1571 | Conteúdo: 136
Endereço virtual: 24888 | Endereço físico:  1848 | Conteúdo: 0
Endereço virtual: 49247 | Endereço físico:    95 | Conteúdo: 23
Endereço virtual:  4900 | Endereço físico:   292 | Conteúdo: 0
Endereço virtual: 22656 | Endereço físico:   640 | Conteúdo: 0
Endereço virtual: 34117 | Endereço físico:   837 | Conteúdo: 0
Endereço virtual: 55555 | Endereço físico:  1027 | Conteúdo: 64
Endereço virtual: 48947 | Endereço físico:  1331 | Conteúdo: 204
Endereço virtual: 59533 | Endereço físico:  1677 | Conteúdo: 0
Endereço virtual: 21312 | Endereço físico:  1856 | Conteúdo: 0
Endereço virtual: 21415 | Endereço físico:  1959 | Conteúdo: 233
Endereço virtual:   813 | Endereço físico:    45 | Conteúdo: 0
Endereço virtual: 19419 | Endereço físico:   475 | Conteúdo: 246
Endereço virtual:  1999 | Endereço físico:   719 | Conteúdo: 243
Endereço virtual: 20155 | Endereço físico:   955 | Conteúdo: 174
Endereço virtual: 21521 | Endereço físico:  1041 | Conteúdo: 0
Endereço virtual: 13670 | Endereço físico:  1382 | Conteúdo: 13
Endereço virtual: 19289 | Endereço físico:   345 | Conteúdo: 0
Endereço virtual: 58483 | Endereço físico:  1651 | Conteúdo: 28
Endereço virtual: 41318 | Endereço físico:  1894 | Conteúdo: 40
Endereço virtual: 16151 | Endereço físico:    23 | Conteúdo: 197
Endereço virtual: 13611 | Endereço físico:  1323 | Conteúdo: 74
Endereço virtual: 21514 | Endereço físico:  1034 | Conteúdo: 21
Endereço virtual: 13499 | Endereço físico:   443 | Conteúdo: 46
Endereço virtual: 45583 | Endereço físico:   527 | Conteúdo: 131
Endereço virtual: 49013 | Endereço físico:   885 | Conteúdo: 0
Endereço virtual: 64843 | Endereço físico:  1099 | Conteúdo: 82
Endereço virtual: 63485 | Endereço físico:  1533 | Conteúdo: 0
Endereço virtual: 38697 | Endereço físico:  1577 | Conteúdo: 0
Endereço virtual: 59188 | Endereço físico:  1844 | Conteúdo: 0
Endereço virtual: 24593 | Endereço físico:    17 | Conteúdo: 0
Endereço virtual: 57641 | Endereço físico:   297 | Conteúdo: 0
Endereço virtual: 36524 | Endereço físico:   684 | Conteúdo: 0
Endereço virtual: 56980 | Endereço físico:   916 | Conteúdo: 0
Endereço virtual: 36810 | Endereço físico:  1226 | Conteúdo: 35
Endereço virtual:  6096 | Endereço físico:  1488 | Conteúdo: 0
Endereço virtual: 11070 | Endereço físico:  1598 | Conteúdo: 10
Endereço virtual: 60124 | Endereço físico:  2012 | Conteúdo: 0
Endereço virtual: 37576 | Endereço físico:   200 | Conteúdo: 0
Endereço virtual: 15096 | Endereço físico:   504 | Conteúdo: 0
Endereço virtual: 45247 | Endereço físico:   703 | Conteúdo: 47
Endereço virtual: 32783 | Endereço físico:   783 | Conteúdo: 3
Endereço virtual: 58390 | Endereço físico:  1046 | Conteúdo: 57
Endereço virtual: 60873 | Endereço físico:  1481 | Conteúdo: 0
Endereço virtual: 23719 | Endereço físico:  1703 | Conteúdo: 41
Endereço virtual: 24385 | Endereço físico:  1857 | Conteúdo: 0
Endereço virtual: 22307 | Endereço físico:    35 | Conteúdo: 200
Endereço virtual: 17375 | Endereço físico:   479 | Conteúdo: 247
Endereço virtual: 15990 | Endereço físico:   630 | Conteúdo: 15
Endereço virtual: 20526 | Endereço físico:   814 | Conteúdo: 20
Endereço virtual: 25904 | Endereço físico:  1072 | Conteúdo: 0
Endereço virtual: 42224 | Endereço físico:  1520 | Conteúdo: 0
